Los que tienen sigla IMT, IEE, y los IIC3000
Astronomía y computación, nuevas tecnologías de comunicación
Matemáticas y computación, astronomía y computación, economía y computación
Física, Medicina, Eléctrica 
Ingeniería matemática, ingeniería industrial
Lenguaje, historia
Matemáticas y computación, Deep learning, Economía y computación
arte,diseño,música,IDI,animación,astronomía
Astronomía 
Matematicás, economía(game theory), biología, física(quantum physics,quantum computing), departamento de eléctrica 
Astronomía y computación, Economía y computación
Economía,lingüística,matemáticas 
Robotica mecanica diseño
Biotecnología, robótica, diseño de videojuegos, diseño 3D 
Ingenieria electrica, fisica
Robótica, Sistemas Operativos, Electrónica
Astronomía, Economía ,dept de Minas, Nuevas tecnologias de la información,  matemáticas, Periodismo, Biología
Economía y computación, Matemáticas y computación, Nuevas tecnologías de computación 
Astronomía y computación, Matemáticas y computación
Lingüística
Artes, Robótica, Pedagogía
Economía y computación, Ing industrial y de sistemas, Ing de transporte y logística
Economía, lingüística
Nuevas Tecnologías de Comunicación
Astronomia
Artes, ,musica, diseño, salud.
Matemáticas, economía, astronomía, linguística.
Robotica,Arte,Departamento de Ingeniería Eléctrica
fisica cuantica, ingenieria biomedica / medicina, ingenieria minera, finanzas
1-Biología.    2-Periodismo 3-Nuevas Tecnologías
Música y computación, Artes y computación, Biología y compu, Astro y compu.
Nuevas tecnologias, interpretacion de datos
Matemáticas, ingeniería, ciencias, economía 
1. Economía y computación. 2. Matemáticas y computación. 3. Lingüística y computación 4. Periodismo, comunicación y datos
Ciencia de Datos, Matemáticas, Deportes, Música
Mecanica, Música, Audiovisual, Electrónica
Astronomía - taller de astronomia - intro. al análisis de datos - calculo cientifico -prototipos mediales
Escuela de Arquitectura, Escuela de Diseño, Facultad de Economía y Negocios, Departamento de Ingeniería Industrial y de Sistemas, Data Science
1) Optativos del DCC, ojalá no estar obligados a tomar de otras áreas (que casi en su tototalidad se enfocan en ciencia de datos o no se relacionan con computación. 2) Matemática / Ingeniería Matematica Computacional. 3) De ingeniería además de las áreas mencionadas serían interesantes optativos de eléctrica para entender en mayor profundidad lo que ocurre en el hardware, la parte de circuitos, etc. Relacionado a la Ing Matematica, también el major de investigación operativa tiene ramos curiosos que podrían ser útiles. Por último, también sería bueno tener la opción de que a través de los optativos y quizás una pequeña reestructuración de la malla de Licc, poder armar minors. Lo digo específicamente porque me gustaría que a traves de optativos del major de robótica, la licenciatura tuviera la opción de tener "especialidad". Especialidad en robótica, en software, en IT, en ML, etc. 
astronomía y computación, biología y computación, nuevas tecnologías de computación, matemáticas y computación
Biología y Computación, Economía y Computación, Astronomía y Computación, Matemáticas y Computación, I + E